,ST_CASE,INJ_SEV,INJ_SEVNAME,STATE,STATENAME,WEATHER,WEATHERNAME
4343,50420,4,Fatal Injury (K),5,Arkansas,1,Clear
4344,50420,3,Suspected Serious Injury (A),5,Arkansas,1,Clear
4345,50421,4,Fatal Injury (K),5,Arkansas,2,Rain
4346,50422,4,Fatal Injury (K),5,Arkansas,1,Clear
4347,50422,0,No Apparent Injury (O),5,Arkansas,1,Clear
4348,50423,3,Suspected Serious Injury (A),5,Arkansas,1,Clear
4349,50423,4,Fatal Injury (K),5,Arkansas,1,Clear
4350,50423,2,Suspected Minor Injury (B),5,Arkansas,1,Clear
4351,50424,4,Fatal Injury (K),5,Arkansas,10,Cloudy
4352,50424,2,Suspected Minor Injury (B),5,Arkansas,10,Cloudy
4353,50425,3,Suspected Serious Injury (A),5,Arkansas,1,Clear
4354,50425,4,Fatal Injury (K),5,Arkansas,1,Clear
4355,50425,2,Suspected Minor Injury (B),5,Arkansas,1,Clear
4356,50426,4,Fatal Injury (K),5,Arkansas,2,Rain
4357,50426,3,Suspected Serious Injury (A),5,Arkansas,2,Rain
4358,50427,4,Fatal Injury (K),5,Arkansas,1,Clear
4359,50428,0,No Apparent Injury (O),5,Arkansas,1,Clear
4360,50428,4,Fatal Injury (K),5,Arkansas,1,Clear
4361,50429,0,No Apparent Injury (O),5,Arkansas,1,Clear
4362,50429,4,Fatal Injury (K),5,Arkansas,1,Clear
4363,50430,4,Fatal Injury (K),5,Arkansas,1,Clear
4364,50432,4,Fatal Injury (K),5,Arkansas,1,Clear
4365,50432,2,Suspected Minor Injury (B),5,Arkansas,1,Clear
4366,50432,0,No Apparent Injury (O),5,Arkansas,1,Clear
4367,50433,4,Fatal Injury (K),5,Arkansas,1,Clear
4368,50433,0,No Apparent Injury (O),5,Arkansas,1,Clear
4369,50434,3,Suspected Serious Injury (A),5,Arkansas,2,Rain
4370,50434,4,Fatal Injury (K),5,Arkansas,2,Rain
4371,50434,2,Suspected Minor Injury (B),5,Arkansas,2,Rain
4372,50435,4,Fatal Injury (K),5,Arkansas,1,Clear
4373,50436,4,Fatal Injury (K),5,Arkansas,1,Clear
4374,50437,4,Fatal Injury (K),5,Arkansas,2,Rain
4375,50438,4,Fatal Injury (K),5,Arkansas,1,Clear
4376,50438,1,Possible Injury (C),5,Arkansas,1,Clear
4377,50439,3,Suspected Serious Injury (A),5,Arkansas,1,Clear
4378,50439,4,Fatal Injury (K),5,Arkansas,1,Clear
4379,50440,4,Fatal Injury (K),5,Arkansas,2,Rain
4380,50440,0,No Apparent Injury (O),5,Arkansas,2,Rain
4381,50441,4,Fatal Injury (K),5,Arkansas,1,Clear
4382,50441,0,No Apparent Injury (O),5,Arkansas,1,Clear
4383,50442,4,Fatal Injury (K),5,Arkansas,1,Clear
4384,50442,3,Suspected Serious Injury (A),5,Arkansas,1,Clear
4385,50443,4,Fatal Injury (K),5,Arkansas,2,Rain
4386,50444,4,Fatal Injury (K),5,Arkansas,1,Clear
4387,50444,0,No Apparent Injury (O),5,Arkansas,1,Clear
4388,50445,4,Fatal Injury (K),5,Arkansas,1,Clear
4389,50445,0,No Apparent Injury (O),5,Arkansas,1,Clear
4390,50446,4,Fatal Injury (K),5,Arkansas,1,Clear
4391,50447,2,Suspected Minor Injury (B),5,Arkansas,1,Clear
4392,50447,3,Suspected Serious Injury (A),5,Arkansas,1,Clear
4393,50447,4,Fatal Injury (K),5,Arkansas,1,Clear
4394,50448,4,Fatal Injury (K),5,Arkansas,1,Clear
4395,50449,1,Possible Injury (C),5,Arkansas,1,Clear
4396,50449,3,Suspected Serious Injury (A),5,Arkansas,1,Clear
4397,50449,2,Suspected Minor Injury (B),5,Arkansas,1,Clear
4398,50449,4,Fatal Injury (K),5,Arkansas,1,Clear
4399,50450,4,Fatal Injury (K),5,Arkansas,5,"Fog, Smog, Smoke"
4400,50450,0,No Apparent Injury (O),5,Arkansas,5,"Fog, Smog, Smoke"
4401,50452,4,Fatal Injury (K),5,Arkansas,1,Clear
4402,50453,4,Fatal Injury (K),5,Arkansas,1,Clear
4403,50454,4,Fatal Injury (K),5,Arkansas,1,Clear
4404,50454,0,No Apparent Injury (O),5,Arkansas,1,Clear
4405,50455,1,Possible Injury (C),5,Arkansas,2,Rain
4406,50455,4,Fatal Injury (K),5,Arkansas,2,Rain
4407,50455,0,No Apparent Injury (O),5,Arkansas,2,Rain
4408,50456,4,Fatal Injury (K),5,Arkansas,1,Clear
4409,50456,0,No Apparent Injury (O),5,Arkansas,1,Clear
4410,50457,4,Fatal Injury (K),5,Arkansas,1,Clear
4411,50458,0,No Apparent Injury (O),5,Arkansas,1,Clear
4412,50458,4,Fatal Injury (K),5,Arkansas,1,Clear
4413,50459,4,Fatal Injury (K),5,Arkansas,2,Rain
4414,50460,1,Possible Injury (C),5,Arkansas,1,Clear
4415,50460,0,No Apparent Injury (O),5,Arkansas,1,Clear
4416,50460,4,Fatal Injury (K),5,Arkansas,1,Clear
4417,50461,4,Fatal Injury (K),5,Arkansas,1,Clear
4418,50461,0,No Apparent Injury (O),5,Arkansas,1,Clear
4419,50462,4,Fatal Injury (K),5,Arkansas,1,Clear
4420,50463,4,Fatal Injury (K),5,Arkansas,1,Clear
4421,50463,2,Suspected Minor Injury (B),5,Arkansas,1,Clear
4422,50464,4,Fatal Injury (K),5,Arkansas,1,Clear
4423,50466,4,Fatal Injury (K),5,Arkansas,1,Clear
4424,50466,3,Suspected Serious Injury (A),5,Arkansas,1,Clear
4425,50466,0,No Apparent Injury (O),5,Arkansas,1,Clear
4426,50467,3,Suspected Serious Injury (A),5,Arkansas,10,Cloudy
4427,50467,4,Fatal Injury (K),5,Arkansas,10,Cloudy
4428,50468,4,Fatal Injury (K),5,Arkansas,1,Clear
4429,50468,3,Suspected Serious Injury (A),5,Arkansas,1,Clear
4430,50470,9,Unknown/Not Reported,5,Arkansas,10,Cloudy
4431,50470,4,Fatal Injury (K),5,Arkansas,10,Cloudy
4432,50470,1,Possible Injury (C),5,Arkansas,10,Cloudy
4433,50471,4,Fatal Injury (K),5,Arkansas,1,Clear
4434,50471,1,Possible Injury (C),5,Arkansas,1,Clear
4435,50472,4,Fatal Injury (K),5,Arkansas,1,Clear
4436,50474,4,Fatal Injury (K),5,Arkansas,1,Clear
4437,50474,0,No Apparent Injury (O),5,Arkansas,1,Clear
4438,50476,4,Fatal Injury (K),5,Arkansas,1,Clear
4439,50477,4,Fatal Injury (K),5,Arkansas,1,Clear
4440,50478,4,Fatal Injury (K),5,Arkansas,1,Clear
4441,50478,0,No Apparent Injury (O),5,Arkansas,1,Clear
4442,50479,4,Fatal Injury (K),5,Arkansas,1,Clear
4443,50481,4,Fatal Injury (K),5,Arkansas,1,Clear
4444,50482,4,Fatal Injury (K),5,Arkansas,2,Rain
4445,50482,0,No Apparent Injury (O),5,Arkansas,2,Rain
4446,50482,1,Possible Injury (C),5,Arkansas,2,Rain
4447,50483,4,Fatal Injury (K),5,Arkansas,1,Clear
4448,50483,0,No Apparent Injury (O),5,Arkansas,1,Clear
4449,50484,4,Fatal Injury (K),5,Arkansas,1,Clear
4450,50485,4,Fatal Injury (K),5,Arkansas,1,Clear
4451,50485,0,No Apparent Injury (O),5,Arkansas,1,Clear
4452,50487,4,Fatal Injury (K),5,Arkansas,1,Clear
4453,50488,4,Fatal Injury (K),5,Arkansas,10,Cloudy
4454,50488,2,Suspected Minor Injury (B),5,Arkansas,10,Cloudy
4455,50489,4,Fatal Injury (K),5,Arkansas,1,Clear
4456,50490,1,Possible Injury (C),5,Arkansas,1,Clear
4457,50490,4,Fatal Injury (K),5,Arkansas,1,Clear
4458,50492,4,Fatal Injury (K),5,Arkansas,1,Clear
4459,50493,2,Suspected Minor Injury (B),5,Arkansas,10,Cloudy
4460,50493,3,Suspected Serious Injury (A),5,Arkansas,10,Cloudy
4461,50493,4,Fatal Injury (K),5,Arkansas,10,Cloudy
4462,50494,4,Fatal Injury (K),5,Arkansas,2,Rain
4463,50494,3,Suspected Serious Injury (A),5,Arkansas,2,Rain
4464,50495,4,Fatal Injury (K),5,Arkansas,1,Clear
4465,50495,2,Suspected Minor Injury (B),5,Arkansas,1,Clear
4466,50496,4,Fatal Injury (K),5,Arkansas,1,Clear
4467,50497,2,Suspected Minor Injury (B),5,Arkansas,1,Clear
4468,50497,4,Fatal Injury (K),5,Arkansas,1,Clear
4469,50498,4,Fatal Injury (K),5,Arkansas,2,Rain
4470,50499,4,Fatal Injury (K),5,Arkansas,1,Clear
4471,50500,4,Fatal Injury (K),5,Arkansas,1,Clear
4472,50500,0,No Apparent Injury (O),5,Arkansas,1,Clear
4473,50501,4,Fatal Injury (K),5,Arkansas,1,Clear
4474,50501,0,No Apparent Injury (O),5,Arkansas,1,Clear
4475,50502,4,Fatal Injury (K),5,Arkansas,1,Clear
4476,50502,2,Suspected Minor Injury (B),5,Arkansas,1,Clear
4477,50502,0,No Apparent Injury (O),5,Arkansas,1,Clear
4478,50503,2,Suspected Minor Injury (B),5,Arkansas,10,Cloudy
4479,50503,4,Fatal Injury (K),5,Arkansas,10,Cloudy
4480,50504,1,Possible Injury (C),5,Arkansas,2,Rain
4481,50504,4,Fatal Injury (K),5,Arkansas,2,Rain
4482,50505,4,Fatal Injury (K),5,Arkansas,99,Reported as Unknown
4483,50506,4,Fatal Injury (K),5,Arkansas,1,Clear
4484,50508,4,Fatal Injury (K),5,Arkansas,1,Clear
4485,50508,3,Suspected Serious Injury (A),5,Arkansas,1,Clear
4486,50508,0,No Apparent Injury (O),5,Arkansas,1,Clear
4487,50509,4,Fatal Injury (K),5,Arkansas,1,Clear
4488,50509,0,No Apparent Injury (O),5,Arkansas,1,Clear
4489,50510,0,No Apparent Injury (O),5,Arkansas,1,Clear
4490,50510,4,Fatal Injury (K),5,Arkansas,1,Clear
4491,50511,4,Fatal Injury (K),5,Arkansas,2,Rain
4492,50512,0,No Apparent Injury (O),5,Arkansas,1,Clear
4493,50512,4,Fatal Injury (K),5,Arkansas,1,Clear
4494,50513,3,Suspected Serious Injury (A),5,Arkansas,10,Cloudy
4495,50513,4,Fatal Injury (K),5,Arkansas,10,Cloudy
4496,50513,2,Suspected Minor Injury (B),5,Arkansas,10,Cloudy
4497,50514,4,Fatal Injury (K),5,Arkansas,1,Clear
4498,50518,4,Fatal Injury (K),5,Arkansas,1,Clear
4499,50518,3,Suspected Serious Injury (A),5,Arkansas,1,Clear
4500,50519,0,No Apparent Injury (O),5,Arkansas,1,Clear
4501,50519,4,Fatal Injury (K),5,Arkansas,1,Clear
4502,50519,3,Suspected Serious Injury (A),5,Arkansas,1,Clear
4503,50520,4,Fatal Injury (K),5,Arkansas,1,Clear
4504,50520,1,Possible Injury (C),5,Arkansas,1,Clear
4505,50520,0,No Apparent Injury (O),5,Arkansas,1,Clear
4506,50521,3,Suspected Serious Injury (A),5,Arkansas,1,Clear
4507,50521,4,Fatal Injury (K),5,Arkansas,1,Clear
4508,50522,4,Fatal Injury (K),5,Arkansas,1,Clear
4509,50522,2,Suspected Minor Injury (B),5,Arkansas,1,Clear
4510,50523,4,Fatal Injury (K),5,Arkansas,1,Clear
4511,50524,4,Fatal Injury (K),5,Arkansas,1,Clear
4512,50525,4,Fatal Injury (K),5,Arkansas,1,Clear
4513,50525,0,No Apparent Injury (O),5,Arkansas,1,Clear
4514,50526,1,Possible Injury (C),5,Arkansas,1,Clear
4515,50526,4,Fatal Injury (K),5,Arkansas,1,Clear
4516,50527,0,No Apparent Injury (O),5,Arkansas,1,Clear
4517,50527,4,Fatal Injury (K),5,Arkansas,1,Clear
4518,50527,1,Possible Injury (C),5,Arkansas,1,Clear
4519,50528,4,Fatal Injury (K),5,Arkansas,1,Clear
4520,50528,0,No Apparent Injury (O),5,Arkansas,1,Clear
4521,50529,4,Fatal Injury (K),5,Arkansas,1,Clear
4522,50529,0,No Apparent Injury (O),5,Arkansas,1,Clear
4523,50530,1,Possible Injury (C),5,Arkansas,1,Clear
4524,50530,4,Fatal Injury (K),5,Arkansas,1,Clear
4525,50531,4,Fatal Injury (K),5,Arkansas,99,Reported as Unknown
4526,50531,9,Unknown/Not Reported,5,Arkansas,99,Reported as Unknown
4527,50532,4,Fatal Injury (K),5,Arkansas,10,Cloudy
4528,50532,3,Suspected Serious Injury (A),5,Arkansas,10,Cloudy
4529,50533,4,Fatal Injury (K),5,Arkansas,2,Rain
4530,50533,3,Suspected Serious Injury (A),5,Arkansas,2,Rain
4531,50533,1,Possible Injury (C),5,Arkansas,2,Rain
4532,50533,0,No Apparent Injury (O),5,Arkansas,2,Rain
4533,50534,2,Suspected Minor Injury (B),5,Arkansas,2,Rain
4534,50534,4,Fatal Injury (K),5,Arkansas,2,Rain
4535,50535,4,Fatal Injury (K),5,Arkansas,1,Clear
4536,50535,3,Suspected Serious Injury (A),5,Arkansas,1,Clear
4537,50536,2,Suspected Minor Injury (B),5,Arkansas,1,Clear
4538,50536,4,Fatal Injury (K),5,Arkansas,1,Clear
4539,50537,4,Fatal Injury (K),5,Arkansas,1,Clear
4540,50537,3,Suspected Serious Injury (A),5,Arkansas,1,Clear
4541,50538,4,Fatal Injury (K),5,Arkansas,1,Clear
4542,50539,0,No Apparent Injury (O),5,Arkansas,1,Clear
4543,50539,4,Fatal Injury (K),5,Arkansas,1,Clear
4544,50539,2,Suspected Minor Injury (B),5,Arkansas,1,Clear
4545,50540,4,Fatal Injury (K),5,Arkansas,10,Cloudy
4546,50540,0,No Apparent Injury (O),5,Arkansas,10,Cloudy
4547,50541,4,Fatal Injury (K),5,Arkansas,1,Clear
4548,50542,4,Fatal Injury (K),5,Arkansas,10,Cloudy
4549,50542,0,No Apparent Injury (O),5,Arkansas,10,Cloudy
4550,50543,4,Fatal Injury (K),5,Arkansas,1,Clear
4551,50544,3,Suspected Serious Injury (A),5,Arkansas,1,Clear
4552,50544,4,Fatal Injury (K),5,Arkansas,1,Clear
4553,50545,4,Fatal Injury (K),5,Arkansas,1,Clear
4554,50545,0,No Apparent Injury (O),5,Arkansas,1,Clear
4555,50546,4,Fatal Injury (K),5,Arkansas,1,Clear
4556,50546,0,No Apparent Injury (O),5,Arkansas,1,Clear
4557,50547,0,No Apparent Injury (O),5,Arkansas,1,Clear
4558,50547,4,Fatal Injury (K),5,Arkansas,1,Clear
4559,50548,0,No Apparent Injury (O),5,Arkansas,1,Clear
4560,50548,4,Fatal Injury (K),5,Arkansas,1,Clear
4561,50549,4,Fatal Injury (K),5,Arkansas,10,Cloudy
4562,50550,4,Fatal Injury (K),5,Arkansas,10,Cloudy
4563,50550,0,No Apparent Injury (O),5,Arkansas,10,Cloudy
4564,50550,2,Suspected Minor Injury (B),5,Arkansas,10,Cloudy
4565,50551,4,Fatal Injury (K),5,Arkansas,1,Clear
4566,50552,4,Fatal Injury (K),5,Arkansas,1,Clear
4567,50553,4,Fatal Injury (K),5,Arkansas,1,Clear
4568,50553,3,Suspected Serious Injury (A),5,Arkansas,1,Clear
4569,50553,0,No Apparent Injury (O),5,Arkansas,1,Clear
4570,50554,2,Suspected Minor Injury (B),5,Arkansas,1,Clear
4571,50554,4,Fatal Injury (K),5,Arkansas,1,Clear
4572,50555,3,Suspected Serious Injury (A),5,Arkansas,1,Clear
4573,50555,4,Fatal Injury (K),5,Arkansas,1,Clear
4574,50556,4,Fatal Injury (K),5,Arkansas,1,Clear
4575,50556,0,No Apparent Injury (O),5,Arkansas,1,Clear
4576,50557,4,Fatal Injury (K),5,Arkansas,1,Clear
4577,50557,0,No Apparent Injury (O),5,Arkansas,1,Clear
4578,50558,4,Fatal Injury (K),5,Arkansas,1,Clear
4579,50559,4,Fatal Injury (K),5,Arkansas,10,Cloudy
4580,50560,4,Fatal Injury (K),5,Arkansas,1,Clear
4581,50560,0,No Apparent Injury (O),5,Arkansas,1,Clear
4582,50561,4,Fatal Injury (K),5,Arkansas,1,Clear
4583,50562,4,Fatal Injury (K),5,Arkansas,1,Clear
4584,50562,3,Suspected Serious Injury (A),5,Arkansas,1,Clear
4585,50563,4,Fatal Injury (K),5,Arkansas,1,Clear
4586,50564,3,Suspected Serious Injury (A),5,Arkansas,5,"Fog, Smog, Smoke"
4587,50564,4,Fatal Injury (K),5,Arkansas,5,"Fog, Smog, Smoke"
4588,50564,0,No Apparent Injury (O),5,Arkansas,5,"Fog, Smog, Smoke"
4589,50565,2,Suspected Minor Injury (B),5,Arkansas,10,Cloudy
4590,50565,4,Fatal Injury (K),5,Arkansas,10,Cloudy
4591,50566,4,Fatal Injury (K),5,Arkansas,1,Clear
4592,50566,0,No Apparent Injury (O),5,Arkansas,1,Clear
4593,50567,4,Fatal Injury (K),5,Arkansas,1,Clear
4594,50567,0,No Apparent Injury (O),5,Arkansas,1,Clear
4595,50568,4,Fatal Injury (K),5,Arkansas,10,Cloudy
4596,50568,2,Suspected Minor Injury (B),5,Arkansas,10,Cloudy
4597,50569,4,Fatal Injury (K),5,Arkansas,1,Clear
4598,50569,0,No Apparent Injury (O),5,Arkansas,1,Clear
4599,50570,4,Fatal Injury (K),5,Arkansas,1,Clear
4600,50570,0,No Apparent Injury (O),5,Arkansas,1,Clear
4601,50571,3,Suspected Serious Injury (A),5,Arkansas,1,Clear
4602,50571,4,Fatal Injury (K),5,Arkansas,1,Clear
4603,50572,4,Fatal Injury (K),5,Arkansas,1,Clear
4604,50572,3,Suspected Serious Injury (A),5,Arkansas,1,Clear
4605,50572,1,Possible Injury (C),5,Arkansas,1,Clear
4606,50572,2,Suspected Minor Injury (B),5,Arkansas,1,Clear
4607,50573,0,No Apparent Injury (O),5,Arkansas,10,Cloudy
4608,50573,4,Fatal Injury (K),5,Arkansas,10,Cloudy
4609,50574,4,Fatal Injury (K),5,Arkansas,2,Rain
4610,50575,4,Fatal Injury (K),5,Arkansas,1,Clear
4611,50576,4,Fatal Injury (K),5,Arkansas,1,Clear
4612,50577,4,Fatal Injury (K),5,Arkansas,2,Rain
4613,50577,0,No Apparent Injury (O),5,Arkansas,2,Rain
4614,50578,4,Fatal Injury (K),5,Arkansas,1,Clear
4615,50578,0,No Apparent Injury (O),5,Arkansas,1,Clear
4616,50579,4,Fatal Injury (K),5,Arkansas,1,Clear
4617,50580,4,Fatal Injury (K),5,Arkansas,10,Cloudy
4618,50580,0,No Apparent Injury (O),5,Arkansas,10,Cloudy
4619,50581,4,Fatal Injury (K),5,Arkansas,10,Cloudy
4620,50581,0,No Apparent Injury (O),5,Arkansas,10,Cloudy
4621,50582,4,Fatal Injury (K),5,Arkansas,1,Clear
4622,50582,2,Suspected Minor Injury (B),5,Arkansas,1,Clear
4623,50583,4,Fatal Injury (K),5,Arkansas,1,Clear
4624,50584,4,Fatal Injury (K),5,Arkansas,1,Clear
4625,50585,4,Fatal Injury (K),5,Arkansas,1,Clear
4626,50585,0,No Apparent Injury (O),5,Arkansas,1,Clear
4627,50586,4,Fatal Injury (K),5,Arkansas,10,Cloudy
4628,50587,4,Fatal Injury (K),5,Arkansas,1,Clear
4629,50587,2,Suspected Minor Injury (B),5,Arkansas,1,Clear
4630,50588,0,No Apparent Injury (O),5,Arkansas,1,Clear
4631,50588,4,Fatal Injury (K),5,Arkansas,1,Clear
4632,50589,3,Suspected Serious Injury (A),5,Arkansas,2,Rain
4633,50589,4,Fatal Injury (K),5,Arkansas,2,Rain
4634,50590,4,Fatal Injury (K),5,Arkansas,1,Clear
4635,50590,0,No Apparent Injury (O),5,Arkansas,1,Clear
4636,50591,4,Fatal Injury (K),5,Arkansas,1,Clear
4637,50592,4,Fatal Injury (K),5,Arkansas,5,"Fog, Smog, Smoke"
4638,50593,4,Fatal Injury (K),5,Arkansas,2,Rain
4639,50593,0,No Apparent Injury (O),5,Arkansas,2,Rain
4640,50594,4,Fatal Injury (K),5,Arkansas,1,Clear
4641,50594,0,No Apparent Injury (O),5,Arkansas,1,Clear
4642,50595,4,Fatal Injury (K),5,Arkansas,1,Clear
4643,50596,4,Fatal Injury (K),5,Arkansas,1,Clear
4644,50596,0,No Apparent Injury (O),5,Arkansas,1,Clear
4645,50597,4,Fatal Injury (K),5,Arkansas,1,Clear
4646,50597,3,Suspected Serious Injury (A),5,Arkansas,1,Clear
4647,50597,0,No Apparent Injury (O),5,Arkansas,1,Clear
4648,50598,0,No Apparent Injury (O),5,Arkansas,10,Cloudy
4649,50598,1,Possible Injury (C),5,Arkansas,10,Cloudy
4650,50598,4,Fatal Injury (K),5,Arkansas,10,Cloudy
4651,50599,4,Fatal Injury (K),5,Arkansas,1,Clear
4652,50600,4,Fatal Injury (K),5,Arkansas,1,Clear
4653,50601,4,Fatal Injury (K),5,Arkansas,1,Clear
4654,50601,3,Suspected Serious Injury (A),5,Arkansas,1,Clear
4655,50602,4,Fatal Injury (K),5,Arkansas,1,Clear
4656,50602,0,No Apparent Injury (O),5,Arkansas,1,Clear
4657,50603,4,Fatal Injury (K),5,Arkansas,1,Clear
4658,50603,3,Suspected Serious Injury (A),5,Arkansas,1,Clear
4659,50603,2,Suspected Minor Injury (B),5,Arkansas,1,Clear
4660,50604,4,Fatal Injury (K),5,Arkansas,1,Clear
4661,50604,0,No Apparent Injury (O),5,Arkansas,1,Clear
4662,50605,4,Fatal Injury (K),5,Arkansas,1,Clear
4663,50605,0,No Apparent Injury (O),5,Arkansas,1,Clear
4664,50606,4,Fatal Injury (K),5,Arkansas,1,Clear
4665,50606,2,Suspected Minor Injury (B),5,Arkansas,1,Clear
4666,50607,4,Fatal Injury (K),5,Arkansas,2,Rain
4667,50607,0,No Apparent Injury (O),5,Arkansas,2,Rain
4668,50608,4,Fatal Injury (K),5,Arkansas,2,Rain
4669,50608,0,No Apparent Injury (O),5,Arkansas,2,Rain
4670,50609,4,Fatal Injury (K),5,Arkansas,1,Clear
4671,50609,0,No Apparent Injury (O),5,Arkansas,1,Clear
4672,50610,4,Fatal Injury (K),5,Arkansas,1,Clear
4673,50610,0,No Apparent Injury (O),5,Arkansas,1,Clear
4674,50611,0,No Apparent Injury (O),5,Arkansas,1,Clear
4675,50611,4,Fatal Injury (K),5,Arkansas,1,Clear
4676,50612,3,Suspected Serious Injury (A),5,Arkansas,1,Clear
4677,50612,4,Fatal Injury (K),5,Arkansas,1,Clear
4678,50613,4,Fatal Injury (K),5,Arkansas,1,Clear
4679,50613,0,No Apparent Injury (O),5,Arkansas,1,Clear
4680,50614,0,No Apparent Injury (O),5,Arkansas,10,Cloudy
4681,50614,4,Fatal Injury (K),5,Arkansas,10,Cloudy
4682,50615,4,Fatal Injury (K),5,Arkansas,1,Clear
4683,50615,0,No Apparent Injury (O),5,Arkansas,1,Clear
4684,50616,4,Fatal Injury (K),5,Arkansas,1,Clear
4685,50617,4,Fatal Injury (K),5,Arkansas,1,Clear
4686,60001,4,Fatal Injury (K),6,California,1,Clear
4687,60001,0,No Apparent Injury (O),6,California,1,Clear
4688,60002,2,Suspected Minor Injury (B),6,California,1,Clear
4689,60002,4,Fatal Injury (K),6,California,1,Clear
4690,60003,4,Fatal Injury (K),6,California,10,Cloudy
4691,60003,1,Possible Injury (C),6,California,10,Cloudy
4692,60004,4,Fatal Injury (K),6,California,10,Cloudy
4693,60004,0,No Apparent Injury (O),6,California,10,Cloudy
4694,60005,2,Suspected Minor Injury (B),6,California,1,Clear
4695,60005,4,Fatal Injury (K),6,California,1,Clear
4696,60005,3,Suspected Serious Injury (A),6,California,1,Clear
4697,60006,4,Fatal Injury (K),6,California,1,Clear
4698,60006,0,No Apparent Injury (O),6,California,1,Clear
4699,60007,2,Suspected Minor Injury (B),6,California,1,Clear
4700,60007,4,Fatal Injury (K),6,California,1,Clear
4701,60007,3,Suspected Serious Injury (A),6,California,1,Clear
4702,60008,2,Suspected Minor Injury (B),6,California,5,"Fog, Smog, Smoke"
4703,60008,1,Possible Injury (C),6,California,5,"Fog, Smog, Smoke"
4704,60008,4,Fatal Injury (K),6,California,5,"Fog, Smog, Smoke"
4705,60009,4,Fatal Injury (K),6,California,10,Cloudy
4706,60010,4,Fatal Injury (K),6,California,1,Clear
4707,60011,3,Suspected Serious Injury (A),6,California,1,Clear
4708,60011,4,Fatal Injury (K),6,California,1,Clear
4709,60011,0,No Apparent Injury (O),6,California,1,Clear
4710,60012,4,Fatal Injury (K),6,California,1,Clear
4711,60012,2,Suspected Minor Injury (B),6,California,1,Clear
4712,60013,4,Fatal Injury (K),6,California,10,Cloudy
4713,60013,1,Possible Injury (C),6,California,10,Cloudy
4714,60014,4,Fatal Injury (K),6,California,1,Clear
4715,60014,2,Suspected Minor Injury (B),6,California,1,Clear
4716,60015,4,Fatal Injury (K),6,California,1,Clear
4717,60015,2,Suspected Minor Injury (B),6,California,1,Clear
4718,60016,4,Fatal Injury (K),6,California,1,Clear
4719,60016,0,No Apparent Injury (O),6,California,1,Clear
4720,60017,4,Fatal Injury (K),6,California,1,Clear
4721,60018,3,Suspected Serious Injury (A),6,California,10,Cloudy
4722,60018,2,Suspected Minor Injury (B),6,California,10,Cloudy
4723,60018,4,Fatal Injury (K),6,California,10,Cloudy
4724,60019,3,Suspected Serious Injury (A),6,California,5,"Fog, Smog, Smoke"
4725,60019,4,Fatal Injury (K),6,California,5,"Fog, Smog, Smoke"
4726,60019,2,Suspected Minor Injury (B),6,California,5,"Fog, Smog, Smoke"
4727,60020,4,Fatal Injury (K),6,California,1,Clear
4728,60020,0,No Apparent Injury (O),6,California,1,Clear
4729,60021,4,Fatal Injury (K),6,California,1,Clear
4730,60021,1,Possible Injury (C),6,California,1,Clear
4731,60022,4,Fatal Injury (K),6,California,1,Clear
4732,60022,0,No Apparent Injury (O),6,California,1,Clear
4733,60023,4,Fatal Injury (K),6,California,10,Cloudy
4734,60023,2,Suspected Minor Injury (B),6,California,10,Cloudy
4735,60023,0,No Apparent Injury (O),6,California,10,Cloudy
4736,60024,4,Fatal Injury (K),6,California,1,Clear
4737,60025,2,Suspected Minor Injury (B),6,California,1,Clear
4738,60025,3,Suspected Serious Injury (A),6,California,1,Clear
4739,60025,4,Fatal Injury (K),6,California,1,Clear
4740,60026,4,Fatal Injury (K),6,California,1,Clear
4741,60027,0,No Apparent Injury (O),6,California,1,Clear
4742,60027,4,Fatal Injury (K),6,California,1,Clear
4743,60027,2,Suspected Minor Injury (B),6,California,1,Clear
4744,60028,4,Fatal Injury (K),6,California,1,Clear
4745,60028,0,No Apparent Injury (O),6,California,1,Clear
4746,60029,4,Fatal Injury (K),6,California,1,Clear
4747,60030,4,Fatal Injury (K),6,California,1,Clear
4748,60031,4,Fatal Injury (K),6,California,1,Clear
4749,60032,4,Fatal Injury (K),6,California,1,Clear
4750,60033,4,Fatal Injury (K),6,California,2,Rain
4751,60034,4,Fatal Injury (K),6,California,1,Clear
4752,60034,1,Possible Injury (C),6,California,1,Clear
4753,60035,4,Fatal Injury (K),6,California,10,Cloudy
4754,60035,0,No Apparent Injury (O),6,California,10,Cloudy
4755,60036,4,Fatal Injury (K),6,California,4,Snow
4756,60036,2,Suspected Minor Injury (B),6,California,4,Snow
4757,60037,4,Fatal Injury (K),6,California,1,Clear
4758,60037,3,Suspected Serious Injury (A),6,California,1,Clear
4759,60038,4,Fatal Injury (K),6,California,2,Rain
4760,60038,1,Possible Injury (C),6,California,2,Rain
4761,60038,0,No Apparent Injury (O),6,California,2,Rain
4762,60038,2,Suspected Minor Injury (B),6,California,2,Rain
4763,60039,4,Fatal Injury (K),6,California,1,Clear
4764,60039,3,Suspected Serious Injury (A),6,California,1,Clear
4765,60039,0,No Apparent Injury (O),6,California,1,Clear
4766,60040,4,Fatal Injury (K),6,California,1,Clear
4767,60040,3,Suspected Serious Injury (A),6,California,1,Clear
4768,60040,1,Possible Injury (C),6,California,1,Clear
4769,60041,4,Fatal Injury (K),6,California,1,Clear
